rank,wave,class,sourceKey,commercial tier,tier why,country deficiency,priority,country,destination,category,required subject,required composition,widest display px,action,acquisition route,cost band,canonical asset id,current reference,replacement filename,pages,hero on,first page,why,current provider,current photographer,current source
42,"W2 re-crop, remainder",RECROP,pexels:38109507,4,no price attached,67%,P3,niger,tuareg hausa zarma fulani,culture,"a Tuareg man in indigo leading a camel in the Air, Niger",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000416,https://images.pexels.com/photos/38109507/pexels-photo-38109507.jpeg,niger/culture/a-tuareg-man-in-indigo-leading-a-camel-in-the-air-niger.avif,4,/places/niger/tuareg-hausa-zarma-fulani.html,/niger.html,"relevance 7.6, subject query, names its country",pexels,Sani Maikatanga,https://www.pexels.com/photo/traditional-tuareg-man-with-camel-in-agadez-38109507/
43,"W2 re-crop, remainder",RECROP,pexels:30963295,4,no price attached,67%,P3,niger,the last west african giraffe,wildlife,"West African giraffe browsing among bush near Kouré, Niger",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000422,https://images.pexels.com/photos/30963295/pexels-photo-30963295.jpeg,niger/wildlife/west-african-giraffe-browsing-among-bush-near-kour-niger.avif,4,/places/niger/the-last-west-african-giraffe.html,/niger.html,"relevance 4.5, subject query, names its country",pexels,Regan Dsouza,https://www.pexels.com/photo/giraffe-in-natural-habitat-among-trees-30963295/
44,"W2 re-crop, remainder",RECROP,pexels:32632177,4,no price attached,65%,P3,benin,where vodun comes from,culture,"a vodun ceremony with drumming and white-clad participants, Benin",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000019,https://images.pexels.com/photos/32632177/pexels-photo-32632177.jpeg,benin/culture/a-vodun-ceremony-with-drumming-and-white-clad-participants-benin.avif,4,/places/benin/where-vodun-comes-from.html,/benin.html,"relevance 6.0, subject query, names its country",pexels,Zeal Creative Studios,https://www.pexels.com/photo/traditional-african-drumming-ceremony-indoors-32632177/
45,"W2 re-crop, remainder",RECROP,pexels:10960881,4,no price attached,63%,P3,chad,crossing the ennedi,adventure,"a desert camp under a sandstone arch in the Ennedi, Chad",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000089,https://images.pexels.com/photos/10960881/pexels-photo-10960881.jpeg,chad/adventure/a-desert-camp-under-a-sandstone-arch-in-the-ennedi-chad.avif,2,/places/chad/crossing-the-ennedi.html,/places/chad/crossing-the-ennedi.html,"relevance 4.7, subject query, names its country",pexels,Raziuddin Farooqi,https://www.pexels.com/photo/car-driving-through-a-natural-arch-10960881/
46,"W2 re-crop, remainder",RECROP,pexels:18497945,4,no price attached,62%,P3,equatorial-guinea,why equatorial guinea,why-visit,"turtle tracks on black sand below rainforest at dawn, Equatorial Guinea",16/9 and 21/9,2400,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000162,https://images.pexels.com/photos/18497945/pexels-photo-18497945.jpeg,equatorial-guinea/why-visit/turtle-tracks-on-black-sand-below-rainforest-at-dawn-equatorial-guinea.avif,2,/places/equatorial-guinea/why-equatorial-guinea.html,/places/equatorial-guinea/why-equatorial-guinea.html,"relevance 5.4, subject query, names its country",pexels,Click Jeth,https://www.pexels.com/photo/walking-new-guinea-snapping-turtle-18497945/
47,"W2 re-crop, remainder",RECROP,pexels:36904091,4,no price attached,62%,P3,sao-tome-and-principe,creole and portuguese,culture,"Charming tree-lined street with traditional buildings in a historic Angolan village under a bright blue sky., Sao Tome and Principe",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000454,https://images.pexels.com/photos/36904091/pexels-photo-36904091.jpeg,sao-tome-and-principe/culture/charming-tree-lined-street-with-traditional-buildings-in-a-historic-an.avif,4,/places/sao-tome-and-principe/creole-and-portuguese.html,/sao-tome-and-principe.html,"relevance 5.8, subject query, names its country",pexels,Eliane Soraya,https://www.pexels.com/photo/scenic-tree-lined-street-in-historical-angola-village-36904091/
48,"W2 re-crop, remainder",RECROP,pexels:5118517,4,no price attached,62%,P3,sao-tome-and-principe,endemic birds,wildlife,"a Sao Tome giant weaver on a branch in Obo forest, Sao Tome and Principe",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000461,https://images.pexels.com/photos/5118517/pexels-photo-5118517.jpeg,sao-tome-and-principe/wildlife/a-sao-tome-giant-weaver-on-a-branch-in-obo-forest-sao-tome-and-princip.avif,4,/places/sao-tome-and-principe/endemic-birds.html,/sao-tome-and-principe.html,"relevance 4.0, subject query, names its country",pexels,Quang Nguyen Vinh,https://www.pexels.com/photo/tourists-exploring-green-forest-with-big-tree-5118517/
49,"W2 re-crop, remainder",RECROP,pexels:36703705,4,no price attached,59%,P1,togo,,hero,"a Batammariba takienta tower house at Koutammakou, Togo",4/3 and 16/9,2400,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000563,https://images.pexels.com/photos/36703705/pexels-photo-36703705.jpeg,togo/hero/a-batammariba-takienta-tower-house-at-koutammakou-togo.avif,2,/tourism/togo.html,/tourism/index.html,"relevance 4.0, subject query, names its country",pexels,Optical Chemist,https://www.pexels.com/photo/bangkok-city-clock-tower-under-cloudy-sky-36703705/
50,"W2 re-crop, remainder",RECROP,pexels:17875664,4,no price attached,59%,P3,sudan,diving and desert driving,adventure,a dive boat anchored over a reef in the Sudanese Red Sea,16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000535,https://images.pexels.com/photos/17875664/pexels-photo-17875664.jpeg,sudan/adventure/a-dive-boat-anchored-over-a-reef-in-the-sudanese-red-sea.avif,2,/places/sudan/diving-and-desert-driving.html,/places/sudan/diving-and-desert-driving.html,"relevance 4.7, subject query, names its country",pexels,沖縄ダイビングスクール ワールドダイビング,https://www.pexels.com/photo/close-up-of-red-coral-reef-17875664/
51,"W2 re-crop, remainder",RECROP,pexels:31814296,4,no price attached,59%,P3,sudan,nubian arab beja,culture,"a decorated Nubian house with a painted doorway on the Nile, Sudan",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000536,https://images.pexels.com/photos/31814296/pexels-photo-31814296.jpeg,sudan/culture/a-decorated-nubian-house-with-a-painted-doorway-on-the-nile-sudan.avif,4,/places/sudan/nubian-arab-beja.html,/sudan.html,"relevance 4.0, subject query, names its country",pexels,Michelle Chadwick,https://www.pexels.com/photo/sailing-on-the-nile-river-in-lush-egypt-31814296/
52,"W2 re-crop, remainder",RECROP,pexels:15341664,4,no price attached,59%,P3,sudan,dinder and the red sea,wildlife,"a herd of roan antelope in Dinder National Park, Sudan",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000545,https://images.pexels.com/photos/15341664/pexels-photo-15341664.jpeg,sudan/wildlife/a-herd-of-roan-antelope-in-dinder-national-park-sudan.avif,4,/places/sudan/dinder-and-the-red-sea.html,/sudan.html,"relevance 4.0, subject query, names its country",pexels,Alex Levis,https://www.pexels.com/photo/herd-of-buffalo-on-a-savannah-15341664/
53,"W2 re-crop, remainder",RECROP,pexels:6433765,4,no price attached,59%,P3,togo,walking around kpalime,adventure,"a walking path through cocoa and coffee smallholdings near Kpalime, Togo",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000559,https://images.pexels.com/photos/6433765/pexels-photo-6433765.jpeg,togo/adventure/a-walking-path-through-cocoa-and-coffee-smallholdings-near-kpalime-tog.avif,2,/places/togo/walking-around-kpalime.html,/places/togo/walking-around-kpalime.html,"relevance 4.7, subject query, names its country",pexels,ธันยกร ไกรสร,https://www.pexels.com/photo/woman-walking-on-a-passageway-6433765/
54,"W2 re-crop, remainder",RECROP,pexels:5118547,4,no price attached,59%,P3,togo,fazao malfakassa,wildlife,"forest and grassland in Fazao-Malfakassa National Park, Togo",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000569,https://images.pexels.com/photos/5118547/pexels-photo-5118547.jpeg,togo/wildlife/forest-and-grassland-in-fazao-malfakassa-national-park-togo.avif,4,/places/togo/fazao-malfakassa.html,/togo.html,"relevance 4.5, subject query, names its country",pexels,Quang Nguyen Vinh,https://www.pexels.com/photo/tall-trees-with-big-roots-in-forest-5118547/
55,"W2 re-crop, remainder",RECROP,pexels:18244876,4,no price attached,58%,P1,eritrea,,hero,"the Fiat Tagliero building in Asmara with its concrete wings, Eritrea",16/9 and 4/3,2400,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000167,https://images.pexels.com/photos/18244876/pexels-photo-18244876.jpeg,eritrea/hero/the-fiat-tagliero-building-in-asmara-with-its-concrete-wings-eritrea.avif,2,/tourism/eritrea.html,/tourism/eritrea.html,"relevance 4.5, subject query, names its country",pexels,Efrem  Efre,https://www.pexels.com/photo/fiat-500-18244876/
56,"W2 re-crop, remainder",RECROP,pexels:14824417,4,no price attached,58%,P3,liberia,surfing robertsport,adventure,"a surfer on a long left-hand wave at Robertsport, Liberia",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000295,https://images.pexels.com/photos/14824417/pexels-photo-14824417.jpeg,liberia/adventure/a-surfer-on-a-long-left-hand-wave-at-robertsport-liberia.avif,2,/places/liberia/surfing-robertsport.html,/places/liberia/surfing-robertsport.html,"relevance 4.7, subject query, names its country",pexels,Serg Alesenko,https://www.pexels.com/photo/a-man-surfing-14824417/
57,"W2 re-crop, remainder",RECROP,pexels:15965436,4,no price attached,58%,P3,liberia,the pygmy hippo,wildlife,"a pygmy hippo at the edge of a forest stream at night, Liberia",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000305,https://images.pexels.com/photos/15965436/pexels-photo-15965436.jpeg,liberia/wildlife/a-pygmy-hippo-at-the-edge-of-a-forest-stream-at-night-liberia.avif,4,/places/liberia/the-pygmy-hippo.html,/liberia.html,"relevance 4.5, subject query, names its country",pexels,Oscar Arce,https://www.pexels.com/photo/hippo-and-baby-15965436/
58,"W2 re-crop, remainder",RECROP,pexels:36153861,4,no price attached,58%,P3,mauritius,what the dodo left,wildlife,a Mauritius kestrel perched in native forest,16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000376,https://images.pexels.com/photos/36153861/pexels-photo-36153861.jpeg,mauritius/wildlife/a-mauritius-kestrel-perched-in-native-forest.avif,4,/places/mauritius/what-the-dodo-left.html,/mauritius.html,"relevance 4.6, subject query, names its country",pexels,Veronika Andrews,https://www.pexels.com/photo/european-kestrel-perched-on-power-line-36153861/
59,"W2 re-crop, remainder",RECROP,pexels:34909240,4,no price attached,56%,P3,central-african-republic,western lowland gorillas,wildlife,"a western lowland gorilla in forest undergrowth, Central African Republic",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000088,https://images.pexels.com/photos/34909240/pexels-photo-34909240.jpeg,central-african-republic/wildlife/a-western-lowland-gorilla-in-forest-undergrowth-central-african-republ.avif,4,/places/central-african-republic/western-lowland-gorillas.html,/central-african-republic.html,"relevance 4.5, subject query, names its country",pexels,Guerrero De la Luz,https://www.pexels.com/photo/western-lowland-gorilla-lying-on-grass-34909240/
60,"W2 re-crop, remainder",RECROP,pexels:18383496,4,no price attached,54%,P3,cabo-verde,creole and the morna,culture,"a morna band playing in a small bar in Mindelo, Cabo Verde",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000058,https://images.pexels.com/photos/18383496/pexels-photo-18383496.jpeg,cabo-verde/culture/a-morna-band-playing-in-a-small-bar-in-mindelo-cabo-verde.avif,4,/places/cabo-verde/creole-and-the-morna.html,/cabo-verde.html,"relevance 6.0, subject query, names its country",pexels,damien Saillet,https://www.pexels.com/photo/man-sitting-by-damaged-building-wall-in-cape-verde-18383496/
61,"W2 re-crop, remainder",RECROP,pexels:35845849,4,no price attached,54%,P3,cabo-verde,turtles and humpbacks,wildlife,"A sea turtle resting on a sandy beach with waves in the background, showcasing coastal wildlife., Cabo Verde",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000068,https://images.pexels.com/photos/35845849/pexels-photo-35845849.jpeg,cabo-verde/wildlife/a-sea-turtle-resting-on-a-sandy-beach-with-waves-in-the-background-sho.avif,4,/places/cabo-verde/turtles-and-humpbacks.html,/cabo-verde.html,"relevance 6.0, subject query, names its country",pexels,Griffin Wooldridge,https://www.pexels.com/photo/sea-turtle-on-sandy-beach-with-waves-35845849/
62,"W2 re-crop, remainder",RECROP,pexels:10806633,4,no price attached,54%,P3,eswatini,a living monarchy,culture,"young women in ceremonial dress at the Umhlanga reed dance, Eswatini",16/9,1800,cut a second crop from the file we already hold,re-crop,"A — none. We hold the file; this is an hour of somebody's attention, not a purchase.",AKL-000176,https://images.pexels.com/photos/10806633/pexels-photo-10806633.jpeg,eswatini/culture/young-women-in-ceremonial-dress-at-the-umhlanga-reed-dance-eswatini.avif,4,/places/eswatini/a-living-monarchy.html,/eswatini.html,"relevance 6.0, subject query, names its country",pexels,Josiah Matthew,https://www.pexels.com/photo/women-dancing-and-holding-trays-at-a-traditional-celebration-10806633/
